GOID,Date,publisher,title,Text,year
1995aut062,1995-01-01,mock,autism article 62,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995dys062,1995-01-01,mock,dyslexia article 62,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995adh063,1995-01-01,mock,adhd article 63,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995aut063,1995-01-01,mock,autism article 63,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995dys063,1995-01-01,mock,dyslexia article 63,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995adh064,1995-01-01,mock,adhd article 64,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995aut064,1995-01-01,mock,autism article 64,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995dys064,1995-01-01,mock,dyslexia article 64,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995adh065,1995-01-01,mock,adhd article 65,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995aut065,1995-01-01,mock,autism article 65,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995dys065,1995-01-01,mock,dyslexia article 65,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995adh066,1995-01-01,mock,adhd article 66,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995aut066,1995-01-01,mock,autism article 66,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995dys066,1995-01-01,mock,dyslexia article 66,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995adh067,1995-01-01,mock,adhd article 67,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995aut067,1995-01-01,mock,autism article 67,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995dys067,1995-01-01,mock,dyslexia article 67,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995adh068,1995-01-01,mock,adhd article 68,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995aut068,1995-01-01,mock,autism article 68,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995dys068,1995-01-01,mock,dyslexia article 68,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995adh069,1995-01-01,mock,adhd article 69,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995aut069,1995-01-01,mock,autism article 69,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995dys069,1995-01-01,mock,dyslexia article 69,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995adh070,1995-01-01,mock,adhd article 70,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995aut070,1995-01-01,mock,autism article 70,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995dys070,1995-01-01,mock,dyslexia article 70,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995adh071,1995-01-01,mock,adhd article 71,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995aut071,1995-01-01,mock,autism article 71,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995dys071,1995-01-01,mock,dyslexia article 71,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995adh072,1995-01-01,mock,adhd article 72,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995aut072,1995-01-01,mock,autism article 72,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995dys072,1995-01-01,mock,dyslexia article 72,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995adh073,1995-01-01,mock,adhd article 73,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995aut073,1995-01-01,mock,autism article 73,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995dys073,1995-01-01,mock,dyslexia article 73,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995adh074,1995-01-01,mock,adhd article 74,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995aut074,1995-01-01,mock,autism article 74,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995dys074,1995-01-01,mock,dyslexia article 74,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995adh075,1995-01-01,mock,adhd article 75,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995aut075,1995-01-01,mock,autism article 75,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995dys075,1995-01-01,mock,dyslexia article 75,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995adh076,1995-01-01,mock,adhd article 76,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995aut076,1995-01-01,mock,autism article 76,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
1995dys076,1995-01-01,mock,dyslexia article 76,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless safe pure moral clean enticing sanitized spotless harmless,1995
